Start,End,Start Time,End Time,Action
279413,279819,01:17:41.545,01:17:48.318,None
279820,279994,01:17:48.335,01:17:51.238,None
279995,280292,01:17:51.255,01:17:56.210,None
280293,280594,01:17:56.226,01:18:01.248,None
280595,280684,01:18:01.265,01:18:02.749,None
280685,280904,01:18:02.766,01:18:06.420,None
280905,281102,01:18:06.436,01:18:09.723,None
281103,281289,01:18:09.740,01:18:12.843,None
281290,281627,01:18:12.860,01:18:18.482,Pursuit
281628,281774,01:18:18.498,01:18:20.934,None
281775,281929,01:18:20.951,01:18:23.520,None
281930,282222,01:18:23.537,01:18:28.408,None
282223,282344,01:18:28.425,01:18:30.444,None
282345,282542,01:18:30.460,01:18:33.747,Pursuit
282543,282634,01:18:33.764,01:18:35.282,None
282635,282787,01:18:35.299,01:18:37.835,None
282788,282844,01:18:37.851,01:18:38.785,Speed
282845,282914,01:18:38.802,01:18:39.953,Speed
282915,282937,01:18:39.970,01:18:40.337,Speed
282938,282962,01:18:40.354,01:18:40.754,Speed
282963,282999,01:18:40.771,01:18:41.371,Speed
283000,283029,01:18:41.388,01:18:41.872,Speed
283030,283097,01:18:41.889,01:18:43.006,Speed
283098,283159,01:18:43.023,01:18:44.041,Speed
283160,283232,01:18:44.057,01:18:45.259,Speed
283233,283319,01:18:45.275,01:18:46.710,Speed
283320,283372,01:18:46.727,01:18:47.594,Speed
283460,283527,01:18:49.062,01:18:50.180,Speed
283528,283599,01:18:50.197,01:18:51.381,Speed
283600,283649,01:18:51.398,01:18:52.216,Speed and Fight
283650,283759,01:18:52.232,01:18:54.051,Speed
283760,283834,01:18:54.067,01:18:55.302,Speed
283835,283907,01:18:55.319,01:18:56.520,Speed
283908,284007,01:18:56.537,01:18:58.188,Speed
284008,284089,01:18:58.205,01:18:59.556,Speed
284090,284169,01:18:59.573,01:19:00.891,Speed
284170,284254,01:19:00.908,01:19:02.309,Speed and Fight
284255,284287,01:19:02.326,01:19:02.860,Speed and Fight
284288,284349,01:19:02.876,01:19:03.894,Speed
284350,284462,01:19:03.911,01:19:05.779,Speed
284463,284522,01:19:05.796,01:19:06.780,Speed
284523,284562,01:19:06.797,01:19:07.447,Speed
284563,284614,01:19:07.464,01:19:08.315,Speed
284615,284662,01:19:08.332,01:19:09.116,Speed
284663,284692,01:19:09.132,01:19:09.616,Speed
284693,284714,01:19:09.633,01:19:09.983,Speed
284715,284729,01:19:10.000,01:19:10.234,Speed
284730,284737,01:19:10.250,01:19:10.367,Speed
284738,284754,01:19:10.384,01:19:10.651,Speed
284755,284772,01:19:10.667,01:19:10.951,Speed
284773,284797,01:19:10.968,01:19:11.368,Speed
284798,284824,01:19:11.385,01:19:11.818,Speed
284825,284859,01:19:11.835,01:19:12.402,Speed
284860,284909,01:19:12.419,01:19:13.237,Speed
284910,284952,01:19:13.253,01:19:13.954,Speed
284953,284972,01:19:13.971,01:19:14.288,Speed
284973,285002,01:19:14.304,01:19:14.788,Speed
285003,285079,01:19:14.805,01:19:16.073,Speed and Fight
285080,285164,01:19:16.089,01:19:17.491,Speed and Fight
285165,285219,01:19:17.508,01:19:18.408,Speed and Fight
285220,285237,01:19:18.425,01:19:18.709,Speed
285238,285284,01:19:18.725,01:19:19.493,Speed
285285,285309,01:19:19.510,01:19:19.910,Speed
285310,285312,01:19:19.927,01:19:19.960,Speed
285313,285319,01:19:19.977,01:19:20.077,Speed and Fight
285320,285347,01:19:20.093,01:19:20.544,Speed and Fight
285348,285357,01:19:20.561,01:19:20.711,Speed and Fight
285358,285359,01:19:20.727,01:19:20.744,Speed and Fight
285360,285367,01:19:20.761,01:19:20.878,Speed and Fight
285368,285404,01:19:20.894,01:19:21.495,Speed and Fight
285405,285429,01:19:21.512,01:19:21.912,Speed and Fight
285430,285454,01:19:21.929,01:19:22.329,Speed
285455,285479,01:19:22.346,01:19:22.746,Speed
285480,285512,01:19:22.763,01:19:23.297,Speed and Fight
285513,285687,01:19:23.313,01:19:26.216,Speed
285688,285864,01:19:26.233,01:19:29.169,Speed
285865,286132,01:19:29.186,01:19:33.640,Speed
286133,286259,01:19:33.657,01:19:35.759,Speed
286260,286334,01:19:35.776,01:19:37.010,Speed
286335,286422,01:19:37.027,01:19:38.478,Speed
286423,286604,01:19:38.495,01:19:41.515,Speed
286605,286834,01:19:41.532,01:19:45.352,Speed
286835,287059,01:19:45.369,01:19:49.106,Speed
287060,287209,01:19:49.122,01:19:51.608,Speed and Pursuit
287210,287417,01:19:51.625,01:19:55.078,Speed
287418,287469,01:19:55.095,01:19:55.946,Speed
287470,287599,01:19:55.963,01:19:58.115,None
287600,288069,01:19:58.131,01:20:05.956,None
288070,288314,01:20:05.973,01:20:10.043,None
288315,288722,01:20:10.060,01:20:16.850,None
288723,288907,01:20:16.867,01:20:19.937,None
288908,289167,01:20:19.953,01:20:24.274,None
289168,289337,01:20:24.291,01:20:27.110,None
289338,289657,01:20:27.127,01:20:32.449,None
289658,289869,01:20:32.466,01:20:35.986,None
289870,290127,01:20:36.003,01:20:40.290,None
290128,290322,01:20:40.307,01:20:43.544,None
290323,290454,01:20:43.560,01:20:45.746,None
290455,290587,01:20:45.762,01:20:47.965,None
290588,290832,01:20:47.981,01:20:52.052,None
290833,291192,01:20:52.069,01:20:58.058,None
291193,291604,01:20:58.075,01:21:04.932,None
291605,291749,01:21:04.948,01:21:07.351,None
291750,291834,01:21:07.367,01:21:08.769,None
291835,292039,01:21:08.785,01:21:12.189,None
292040,292167,01:21:12.206,01:21:14.324,None
292168,292339,01:21:14.341,01:21:17.194,None
292340,292479,01:21:17.211,01:21:19.530,None
292480,292669,01:21:19.546,01:21:22.699,None
292670,292869,01:21:22.716,01:21:26.036,None
292870,293049,01:21:26.053,01:21:29.039,None
293050,293394,01:21:29.056,01:21:34.795,None
293395,293537,01:21:34.811,01:21:37.181,None
293538,293789,01:21:37.197,01:21:41.385,None
293790,293947,01:21:41.401,01:21:44.021,None
293948,294114,01:21:44.037,01:21:46.807,None
294115,294219,01:21:46.823,01:21:48.559,None
294220,294326,01:21:48.575,01:21:50.344,None
294327,294859,01:21:50.360,01:21:59.236,None
294860,294984,01:21:59.253,01:22:01.321,None
294985,295219,01:22:01.338,01:22:05.242,None
295220,295461,01:22:05.259,01:22:09.279,None
295462,295684,01:22:09.296,01:22:13.000,None
295685,295859,01:22:13.016,01:22:15.919,None
295860,296214,01:22:15.936,01:22:21.842,None
296215,296446,01:22:21.859,01:22:25.712,None
296447,296549,01:22:25.729,01:22:27.431,None
296550,296954,01:22:27.447,01:22:34.188,None
296955,298064,01:22:34.204,01:22:52.706,None
298065,298369,01:22:52.723,01:22:57.794,None
298370,299351,01:22:57.811,01:23:14.178,None
299352,299766,01:23:14.194,01:23:21.101,None
299767,299886,01:23:21.118,01:23:23.103,None
299887,300144,01:23:23.120,01:23:27.407,None
300145,300339,01:23:27.424,01:23:30.661,None
300340,300631,01:23:30.677,01:23:35.532,None
300632,300936,01:23:35.549,01:23:40.621,None
300937,301304,01:23:40.637,01:23:46.760,None
301305,301344,01:23:46.777,01:23:47.427,None
301345,301346,01:23:47.444,01:23:47.461,None
301347,301366,01:23:47.477,01:23:47.794,None
301367,301664,01:23:47.811,01:23:52.766,None
301665,301821,01:23:52.783,01:23:55.385,None
301822,302021,01:23:55.402,01:23:58.722,None
302022,302264,01:23:58.739,01:24:02.776,None
302265,302404,01:24:02.793,01:24:05.112,None
302405,302584,01:24:05.128,01:24:08.115,None
302585,302719,01:24:08.131,01:24:10.367,None
302720,302849,01:24:10.384,01:24:12.536,None
302850,303026,01:24:12.553,01:24:15.489,None
303027,303091,01:24:15.506,01:24:16.573,None
303092,303161,01:24:16.590,01:24:17.741,None
303162,303221,01:24:17.758,01:24:18.742,None
303222,303266,01:24:18.759,01:24:19.493,None
303267,303296,01:24:19.510,01:24:19.993,None
303297,303299,01:24:20.010,01:24:20.043,None
303300,303449,01:24:20.060,01:24:22.546,None
303450,303531,01:24:22.563,01:24:23.914,None
303532,303837,01:24:23.931,01:24:29.019,None
303838,304562,01:24:29.036,01:24:41.114,None
304563,304687,01:24:41.131,01:24:43.200,Pursuit
304688,304975,01:24:43.217,01:24:48.005,Pursuit
304976,305147,01:24:48.021,01:24:50.874,Escape
305148,305235,01:24:50.891,01:24:52.342,Escape
305236,305360,01:24:52.359,01:24:54.428,Escape
305361,305842,01:24:54.444,01:25:02.469,Escape
305843,306615,01:25:02.486,01:25:15.365,Escape
306616,306765,01:25:15.382,01:25:17.868,Speed
306766,306962,01:25:17.885,01:25:21.154,Escape
306963,307130,01:25:21.171,01:25:23.957,Escape
307131,307292,01:25:23.974,01:25:26.660,Escape
307293,307482,01:25:26.677,01:25:29.830,Escape
307483,307560,01:25:29.847,01:25:31.131,Escape
307561,307652,01:25:31.148,01:25:32.666,Escape
307653,307707,01:25:32.683,01:25:33.584,Escape
307708,307970,01:25:33.600,01:25:37.971,Escape
307971,308087,01:25:37.988,01:25:39.923,Escape
308088,308177,01:25:39.940,01:25:41.425,Escape
308178,308427,01:25:41.441,01:25:45.596,Escape
308428,308517,01:25:45.612,01:25:47.097,Escape
308518,308732,01:25:47.114,01:25:50.684,Escape
308733,309020,01:25:50.701,01:25:55.489,Pursuit
309021,309132,01:25:55.506,01:25:57.357,Pursuit
309133,309187,01:25:57.374,01:25:58.275,Pursuit
309188,309247,01:25:58.292,01:25:59.276,None
309248,309312,01:25:59.293,01:26:00.360,Fight and Pursuit
309313,309680,01:26:00.377,01:26:06.500,Fight
309681,309810,01:26:06.517,01:26:08.669,Fight
309811,309930,01:26:08.685,01:26:10.671,Fight and Escape
309931,309985,01:26:10.687,01:26:11.588,None
309986,310105,01:26:11.605,01:26:13.590,None
310106,310170,01:26:13.607,01:26:14.675,None
310171,310255,01:26:14.691,01:26:16.093,None
310256,310335,01:26:16.109,01:26:17.427,None
310336,310617,01:26:17.444,01:26:22.132,None
310618,310697,01:26:22.149,01:26:23.467,Fight and Escape
310698,310812,01:26:23.483,01:26:25.385,None
310813,310887,01:26:25.402,01:26:26.637,None
310888,310967,01:26:26.653,01:26:27.971,Pursuit
310968,311027,01:26:27.988,01:26:28.972,Fight
311028,311115,01:26:28.989,01:26:30.440,Fight
311116,311202,01:26:30.457,01:26:31.892,None
311203,311310,01:26:31.909,01:26:33.694,None
311311,311332,01:26:33.710,01:26:34.061,None
311333,311377,01:26:34.077,01:26:34.811,Fight
311378,311430,01:26:34.828,01:26:35.696,Fight
311431,311542,01:26:35.712,01:26:37.564,None
311543,311655,01:26:37.581,01:26:39.449,None
311656,311750,01:26:39.466,01:26:41.034,Fight
311751,311772,01:26:41.051,01:26:41.401,Fight
311773,311847,01:26:41.418,01:26:42.653,None
311848,311960,01:26:42.669,01:26:44.538,None
311961,312047,01:26:44.555,01:26:45.989,None
312048,312080,01:26:46.006,01:26:46.540,Fight
312081,312112,01:26:46.557,01:26:47.074,Fight
312113,312150,01:26:47.090,01:26:47.708,Fight
312151,312350,01:26:47.724,01:26:51.044,Fight
312351,312487,01:26:51.061,01:26:53.330,Pursuit
312488,312587,01:26:53.347,01:26:54.998,Pursuit
312588,312682,01:26:55.015,01:26:56.583,None
312683,312722,01:26:56.600,01:26:57.251,Pursuit
312723,312852,01:26:57.267,01:26:59.419,Fight
312853,312895,01:26:59.436,01:27:00.137,None
312896,313005,01:27:00.153,01:27:01.972,Fight
313006,313072,01:27:01.989,01:27:03.090,Fight
313073,313127,01:27:03.106,01:27:04.007,Fight
313128,313260,01:27:04.024,01:27:06.226,None
313261,313312,01:27:06.243,01:27:07.094,None
313313,313532,01:27:07.110,01:27:10.764,None
313533,313592,01:27:10.781,01:27:11.765,None
313593,313735,01:27:11.782,01:27:14.151,Escape
313736,313805,01:27:14.168,01:27:15.319,Pursuit
313806,313915,01:27:15.335,01:27:17.154,None
313916,314075,01:27:17.171,01:27:19.823,Escape
314076,314145,01:27:19.840,01:27:20.991,Pursuit
314146,314235,01:27:21.008,01:27:22.492,Escape
314236,314573,01:27:22.509,01:27:28.131,Fight and Escape
314574,314663,01:27:28.148,01:27:29.633,Pursuit
314664,314811,01:27:29.650,01:27:32.102,None
314812,314936,01:27:32.119,01:27:34.188,Escape
314937,315163,01:27:34.204,01:27:37.975,Pursuit
315164,315248,01:27:37.991,01:27:39.393,Escape
315249,315363,01:27:39.409,01:27:41.311,Fight and Pursuit
315364,315416,01:27:41.328,01:27:42.196,Escape
315417,315453,01:27:42.212,01:27:42.813,Fight
315454,315478,01:27:42.829,01:27:43.230,None
315479,315528,01:27:43.247,01:27:44.064,None
315529,315576,01:27:44.081,01:27:44.865,Fight
315577,315621,01:27:44.882,01:27:45.616,None
315622,315651,01:27:45.632,01:27:46.116,None
315652,315663,01:27:46.133,01:27:46.316,None
315664,315670,01:27:46.333,01:27:46.433,None
315671,315721,01:27:46.450,01:27:47.284,None
315722,315748,01:27:47.301,01:27:47.734,Fight
315749,315771,01:27:47.751,01:27:48.118,None
315772,315778,01:27:48.135,01:27:48.235,None
315779,315826,01:27:48.252,01:27:49.036,None
315827,315851,01:27:49.052,01:27:49.453,None
315852,315860,01:27:49.469,01:27:49.603,None
315861,315911,01:27:49.620,01:27:50.454,None
315912,315978,01:27:50.470,01:27:51.572,None
315979,316023,01:27:51.588,01:27:52.322,None
316024,316030,01:27:52.339,01:27:52.439,None
316031,316098,01:27:52.456,01:27:53.574,None
316099,316156,01:27:53.590,01:27:54.541,None
316157,316226,01:27:54.558,01:27:55.709,None
316227,316278,01:27:55.726,01:27:56.577,None
316279,316318,01:27:56.593,01:27:57.244,None
316319,316416,01:27:57.261,01:27:58.879,None
316417,316526,01:27:58.896,01:28:00.714,None
316527,316658,01:28:00.731,01:28:02.916,None
316659,316741,01:28:02.933,01:28:04.301,None
316742,317258,01:28:04.318,01:28:12.926,None
317259,317981,01:28:12.943,01:28:24.988,None
317982,318216,01:28:25.005,01:28:28.909,Escape
318217,318450,01:28:28.926,01:28:32.813,None
318451,319095,01:28:32.829,01:28:43.574,Escape
319096,319243,01:28:43.590,01:28:46.043,None
319244,319625,01:28:46.059,01:28:52.416,None
319626,319855,01:28:52.432,01:28:56.253,None
319856,320163,01:28:56.270,01:29:01.391,None
320164,320355,01:29:01.408,01:29:04.595,None
320356,320466,01:29:04.611,01:29:06.446,None
320467,320672,01:29:06.463,01:29:09.883,None
320673,320787,01:29:09.900,01:29:11.802,None
320788,321285,01:29:11.818,01:29:20.110,None
321286,321497,01:29:20.127,01:29:23.647,None
321498,321587,01:29:23.664,01:29:25.148,None
321588,322022,01:29:25.165,01:29:32.406,None
322023,323590,01:29:32.422,01:29:58.565,None
323591,323682,01:29:58.582,01:30:00.100,None
323683,324142,01:30:00.117,01:30:07.774,None
324143,324705,01:30:07.791,01:30:17.167,None
324706,325017,01:30:17.184,01:30:22.372,None
325018,325127,01:30:22.389,01:30:24.208,None
325128,325542,01:30:24.224,01:30:31.131,None
325543,325595,01:30:31.148,01:30:32.015,None
325596,325922,01:30:32.032,01:30:37.471,None
325923,326030,01:30:37.487,01:30:39.273,None
326031,326110,01:30:39.289,01:30:40.607,None
326111,326315,01:30:40.624,01:30:44.027,None
326316,326842,01:30:44.044,01:30:52.819,None
326843,326925,01:30:52.836,01:30:54.204,None
326926,327147,01:30:54.221,01:30:57.908,None
327148,327500,01:30:57.925,01:31:03.797,None
327501,327685,01:31:03.814,01:31:06.884,None
327686,328190,01:31:06.900,01:31:15.309,None
328191,328887,01:31:15.325,01:31:26.937,None
328888,329110,01:31:26.954,01:31:30.657,None
329111,329412,01:31:30.674,01:31:35.696,None
329413,329517,01:31:35.712,01:31:37.447,None
329518,329715,01:31:37.464,01:31:40.751,None
329716,329875,01:31:40.767,01:31:43.420,None
329876,330177,01:31:43.437,01:31:48.458,None
330178,330507,01:31:48.475,01:31:53.964,None
330508,330580,01:31:53.981,01:31:55.182,None
330581,330652,01:31:55.199,01:31:56.383,None
330653,330905,01:31:56.400,01:32:00.604,None
330906,331200,01:32:00.621,01:32:05.526,None
331201,331335,01:32:05.542,01:32:07.778,None
331336,331635,01:32:07.794,01:32:12.783,None
331636,331867,01:32:12.799,01:32:16.653,None
331868,332017,01:32:16.670,01:32:19.156,Fight
332018,332657,01:32:19.173,01:32:29.833,None
332658,332780,01:32:29.850,01:32:31.885,Fight
332781,332857,01:32:31.902,01:32:33.170,None
332858,332967,01:32:33.187,01:32:35.005,None
332968,333267,01:32:35.022,01:32:40.010,None
333268,333467,01:32:40.027,01:32:43.347,None
333468,333507,01:32:43.363,01:32:44.014,None
333508,333622,01:32:44.031,01:32:45.933,None
333623,333690,01:32:45.949,01:32:47.067,None
333691,333817,01:32:47.084,01:32:49.186,None
333818,333910,01:32:49.203,01:32:50.737,None
333911,334005,01:32:50.754,01:32:52.322,None
334006,334207,01:32:52.339,01:32:55.692,None
334208,334417,01:32:55.709,01:32:59.196,None
334418,334532,01:32:59.213,01:33:01.114,None
334533,334600,01:33:01.131,01:33:02.249,None
334601,334732,01:33:02.266,01:33:04.451,Fight
334733,335065,01:33:04.468,01:33:10.007,Fight
335066,335482,01:33:10.023,01:33:16.964,None
335483,335612,01:33:16.980,01:33:19.132,None
335613,335830,01:33:19.149,01:33:22.769,Escape
335831,335952,01:33:22.786,01:33:24.805,Escape and Fight
335953,336157,01:33:24.821,01:33:28.225,None
336158,336287,01:33:28.242,01:33:30.394,None
336288,336457,01:33:30.410,01:33:33.230,Escape and Pursuit
336458,336545,01:33:33.247,01:33:34.698,Fight
336546,336675,01:33:34.715,01:33:36.867,Fight
336676,337217,01:33:36.884,01:33:45.909,None
337218,337385,01:33:45.926,01:33:48.712,None
337386,337515,01:33:48.729,01:33:50.881,None
337516,337720,01:33:50.898,01:33:54.301,Escape and Pursuit
337721,337985,01:33:54.318,01:33:58.722,Fight
337986,338042,01:33:58.739,01:33:59.673,Fight
338043,338140,01:33:59.690,01:34:01.308,Fight
338141,338247,01:34:01.325,01:34:03.093,Fight
338248,338822,01:34:03.110,01:34:12.686,Fight
338823,338902,01:34:12.703,01:34:14.021,None
338903,339050,01:34:14.037,01:34:16.490,None
339051,339145,01:34:16.507,01:34:18.075,Fight
339146,339242,01:34:18.091,01:34:19.693,Fight and Escape
339243,339295,01:34:19.710,01:34:20.577,Fight and Pursuit
339296,339495,01:34:20.594,01:34:23.914,Fight
339496,339612,01:34:23.931,01:34:25.866,None
339613,339702,01:34:25.883,01:34:27.367,None
339703,339812,01:34:27.384,01:34:29.203,None
339813,339900,01:34:29.219,01:34:30.671,None
339901,339997,01:34:30.687,01:34:32.289,None
339998,340070,01:34:32.306,01:34:33.507,None
340071,340185,01:34:33.524,01:34:35.425,None
340186,340370,01:34:35.442,01:34:38.512,None
340371,340550,01:34:38.529,01:34:41.515,None
340551,340620,01:34:41.532,01:34:42.683,None
340621,341000,01:34:42.699,01:34:49.022,Fight
341001,341080,01:34:49.039,01:34:50.357,Escape, Fight and Pursuit
341081,341437,01:34:50.374,01:34:56.313,Fight and Pursuit
341438,341582,01:34:56.330,01:34:58.732,Escape and Pursuit
341583,341682,01:34:58.749,01:35:00.400,Fight and Pursuit
341683,341830,01:35:00.417,01:35:02.870,Fight and Escape
341831,342202,01:35:02.886,01:35:09.076,Pursuit
342203,342325,01:35:09.092,01:35:11.128,Fight, Escape and Pursuit
342326,342772,01:35:11.144,01:35:18.585,Fight and Escape
342773,342825,01:35:18.602,01:35:19.469,Fight and Pursuit
342826,342990,01:35:19.486,01:35:22.222,Fight,Pursuit and Escape
342991,343188,01:35:22.239,01:35:25.526,Fight, Pursuit and Escape
343189,343768,01:35:25.542,01:35:35.202,Pursuit
343769,343906,01:35:35.219,01:35:37.504,None
343907,344398,01:35:37.521,01:35:45.712,None
344399,344481,01:35:45.729,01:35:47.097,None
344482,344636,01:35:47.114,01:35:49.683,None
344637,345176,01:35:49.700,01:35:58.692,None
345177,345381,01:35:58.709,01:36:02.112,None
345382,346321,01:36:02.129,01:36:17.794,None
346322,346616,01:36:17.811,01:36:22.716,None
346617,346908,01:36:22.733,01:36:27.588,None
346909,347296,01:36:27.604,01:36:34.061,None
347297,348073,01:36:34.077,01:36:47.024,None
348074,348148,01:36:47.040,01:36:48.275,None
348149,348591,01:36:48.292,01:36:55.666,None
348592,349270,01:36:55.682,01:37:06.994,None
349271,349340,01:37:07.010,01:37:08.161,None
349341,349697,01:37:08.178,01:37:14.117,None
349698,349847,01:37:14.134,01:37:16.620,None
349848,350345,01:37:16.637,01:37:24.928,None
350346,350965,01:37:24.945,01:37:35.272,None
350966,351335,01:37:35.289,01:37:41.445,None
351336,351850,01:37:41.461,01:37:50.037,None
351851,352290,01:37:50.053,01:37:57.377,None
352291,353900,01:37:57.394,01:38:24.238,None
353901,354020,01:38:24.254,01:38:26.240,None
354021,356237,01:38:26.256,01:39:03.227,None
356238,356322,01:39:03.243,01:39:04.645,None
356323,356367,01:39:04.661,01:39:05.395,None
356368,356432,01:39:05.412,01:39:06.480,None
356433,356485,01:39:06.496,01:39:07.364,None
356486,356535,01:39:07.381,01:39:08.198,None
356536,356600,01:39:08.215,01:39:09.283,None
356601,356710,01:39:09.299,01:39:11.118,None
356711,356790,01:39:11.134,01:39:12.452,None
356791,357122,01:39:12.469,01:39:17.991,None
357123,357235,01:39:18.008,01:39:19.877,None
357236,357582,01:39:19.893,01:39:25.666,None
357583,357665,01:39:25.682,01:39:27.050,None
357666,358185,01:39:27.067,01:39:35.726,None
358186,358825,01:39:35.742,01:39:46.403,None
358826,359125,01:39:46.420,01:39:51.408,None
359126,359312,01:39:51.425,01:39:54.528,None
359313,359405,01:39:54.545,01:39:56.079,None
359406,360005,01:39:56.096,01:40:06.089,None
360006,360170,01:40:06.106,01:40:08.842,None
360171,360677,01:40:08.859,01:40:17.301,None
360678,360875,01:40:17.317,01:40:20.604,None
360876,361050,01:40:20.621,01:40:23.524,None
361051,361350,01:40:23.540,01:40:28.529,None
361351,361980,01:40:28.545,01:40:39.039,None
361981,362620,01:40:39.056,01:40:49.716,None
362621,362877,01:40:49.733,01:40:54.004,None
362878,364015,01:40:54.021,01:41:12.990,None
364016,364207,01:41:13.006,01:41:16.193,None
364208,364430,01:41:16.210,01:41:19.913,None
364431,366742,01:41:19.930,01:41:58.485,None
366743,367847,01:41:58.502,01:42:16.920,None
367848,368257,01:42:16.937,01:42:23.760,None
368258,368587,01:42:23.777,01:42:29.266,None
368588,368749,01:42:29.283,01:42:31.969,None
368750,368839,01:42:31.985,01:42:33.470,None
368840,368937,01:42:33.487,01:42:35.105,None
368938,369034,01:42:35.122,01:42:36.723,None
369035,369362,01:42:36.740,01:42:42.196,None
369363,369662,01:42:42.212,01:42:47.201,None
369663,370202,01:42:47.217,01:42:56.210,None
370203,371067,01:42:56.226,01:43:10.641,None
371068,371964,01:43:10.657,01:43:25.606,None
371965,372229,01:43:25.622,01:43:30.027,None
372230,372572,01:43:30.043,01:43:35.749,None
372573,372712,01:43:35.766,01:43:38.085,None
372713,372794,01:43:38.101,01:43:39.453,None
372795,372939,01:43:39.469,01:43:41.872,None
372940,373027,01:43:41.889,01:43:43.340,None
373028,373109,01:43:43.357,01:43:44.708,None
373110,373202,01:43:44.725,01:43:46.260,None
373203,373459,01:43:46.276,01:43:50.547,None
373460,374269,01:43:50.564,01:44:04.061,None
374270,374384,01:44:04.077,01:44:05.979,None
374385,374847,01:44:05.996,01:44:13.704,None
374848,374997,01:44:13.720,01:44:16.206,None
374998,375097,01:44:16.223,01:44:17.875,None
375098,375264,01:44:17.891,01:44:20.661,None
375265,375339,01:44:20.677,01:44:21.912,None
375340,375409,01:44:21.929,01:44:23.080,None
375410,375517,01:44:23.096,01:44:24.882,None
375518,375547,01:44:24.898,01:44:25.382,None
375548,375579,01:44:25.399,01:44:25.916,Fight
375580,375604,01:44:25.933,01:44:26.333,Fight
375605,375637,01:44:26.350,01:44:26.884,Fight
375638,375682,01:44:26.900,01:44:27.634,Fight
375683,375722,01:44:27.651,01:44:28.302,Fight
375723,375749,01:44:28.318,01:44:28.752,None
375750,375784,01:44:28.769,01:44:29.336,None
375785,375824,01:44:29.353,01:44:30.003,None
375825,375864,01:44:30.020,01:44:30.671,Fight
375865,375907,01:44:30.687,01:44:31.388,None
375908,376074,01:44:31.405,01:44:34.174,None
376075,376122,01:44:34.191,01:44:34.975,None
376123,376202,01:44:34.992,01:44:36.310,None
376203,376247,01:44:36.326,01:44:37.060,None
376248,376329,01:44:37.077,01:44:38.428,None
376330,376389,01:44:38.445,01:44:39.429,None
376390,376472,01:44:39.446,01:44:40.814,None
376473,376682,01:44:40.831,01:44:44.318,None
376683,376889,01:44:44.334,01:44:47.771,None
376890,376969,01:44:47.788,01:44:49.106,None
376970,377072,01:44:49.122,01:44:50.824,None
377073,377142,01:44:50.841,01:44:51.992,None
377143,377329,01:44:52.009,01:44:55.112,None
377330,377452,01:44:55.128,01:44:57.164,None
377453,377562,01:44:57.181,01:44:58.999,None
377563,377907,01:44:59.016,01:45:04.755,None
377908,378029,01:45:04.771,01:45:06.790,None
378030,378137,01:45:06.807,01:45:08.592,None
378138,378364,01:45:08.609,01:45:12.379,None
378365,378434,01:45:12.396,01:45:13.547,None
378435,378467,01:45:13.564,01:45:14.097,None
378468,378497,01:45:14.114,01:45:14.598,None
378498,378552,01:45:14.615,01:45:15.516,Fight
378553,378592,01:45:15.532,01:45:16.183,Fight
378593,378647,01:45:16.200,01:45:17.100,Fight
378648,378704,01:45:17.117,01:45:18.051,Fight
378705,378814,01:45:18.068,01:45:19.887,Fight
378815,378894,01:45:19.903,01:45:21.221,Fight
378895,379059,01:45:21.238,01:45:23.974,None
379060,379412,01:45:23.991,01:45:29.863,None
379413,379792,01:45:29.880,01:45:36.203,None
379793,380212,01:45:36.220,01:45:43.210,None
380213,380544,01:45:43.227,01:45:48.749,None
380545,381289,01:45:48.765,01:46:01.178,Fight
381290,381732,01:46:01.195,01:46:08.569,None
381733,381914,01:46:08.585,01:46:11.605,None
381915,382197,01:46:11.622,01:46:16.326,None
382198,382357,01:46:16.343,01:46:18.996,None
382358,382542,01:46:19.012,01:46:22.082,None
382543,382920,01:46:22.099,01:46:28.388,None
382921,384908,01:46:28.405,01:47:01.555,None
384909,385068,01:47:01.572,01:47:04.224,None
385069,385253,01:47:04.241,01:47:07.311,None
385254,386028,01:47:07.327,01:47:20.240,None
386029,386155,01:47:20.257,01:47:22.359,None
386156,386515,01:47:22.376,01:47:28.365,None
386516,386765,01:47:28.382,01:47:32.536,None
386766,386943,01:47:32.553,01:47:35.506,None
386944,387183,01:47:35.522,01:47:39.510,None
387184,387425,01:47:39.526,01:47:43.547,None
387426,387555,01:47:43.564,01:47:45.716,None
387556,387793,01:47:45.732,01:47:49.686,None
387794,387945,01:47:49.703,01:47:52.222,None
387946,388233,01:47:52.239,01:47:57.027,None
388234,388455,01:47:57.044,01:48:00.731,None
388456,388883,01:48:00.747,01:48:07.871,None
388884,388963,01:48:07.888,01:48:09.206,None
388964,389233,01:48:09.223,01:48:13.710,None
389234,389333,01:48:13.727,01:48:15.379,None
389334,389425,01:48:15.395,01:48:16.914,None
389426,389470,01:48:16.930,01:48:17.664,None
389471,389613,01:48:17.681,01:48:20.050,None
389614,390300,01:48:20.067,01:48:31.512,None
390301,391035,01:48:31.528,01:48:43.774,None
391036,391258,01:48:43.790,01:48:47.494,None
391259,391708,01:48:47.511,01:48:55.002,None
391709,391905,01:48:55.018,01:48:58.288,None
391906,392008,01:48:58.305,01:49:00.007,None
392009,393463,01:49:00.023,01:49:24.281,None
393464,393708,01:49:24.298,01:49:28.368,None
393709,393833,01:49:28.385,01:49:30.454,None
393834,394046,01:49:30.470,01:49:34.007,None
394047,394101,01:49:34.024,01:49:34.925,None
394102,394191,01:49:34.942,01:49:36.426,None
